OrderDetailKey,OrderHeaderKey,CustomerKey,ProductKey,FacilityKey,TransactionDate,BillDate,,,,
5087,448,9,755,7,3/20/2023,9/19/2023,,,,
5088,428,17,655,8,3/20/2023,8/30/2023,,,,
5089,451,17,352,9,3/20/2023,9/22/2023,,,,
5090,535,4,255,4,3/20/2023,12/15/2023,,,,
5091,449,16,851,3,3/20/2023,9/20/2023,,,,
5092,484,7,464,8,3/20/2023,10/25/2023,,,,
5093,505,13,424,6,3/20/2023,11/15/2023,,,,
5094,530,9,901,2,3/20/2023,12/10/2023,,,,
5095,530,19,229,5,3/20/2023,12/10/2023,,,,
5096,416,15,652,8,3/20/2023,8/18/2023,,,,
5097,423,4,945,1,3/20/2023,8/25/2023,,,,
5098,377,4,840,2,3/20/2023,7/10/2023,,,,
5099,423,8,189,8,3/20/2023,8/25/2023,,,,
5100,370,4,361,10,3/20/2023,7/3/2023,,,,
5101,388,14,757,10,3/20/2023,7/21/2023,,,,
5102,454,7,557,4,3/20/2023,9/25/2023,,,,
5103,478,5,914,6,3/21/2023,10/19/2023,,,,
5104,493,19,752,10,3/21/2023,11/3/2023,,,,
5105,438,15,456,1,3/21/2023,9/9/2023,,,,
5106,438,16,250,4,3/21/2023,9/9/2023,,,,
5107,445,14,505,3,3/21/2023,9/16/2023,,,,
5108,505,19,997,5,3/21/2023,11/15/2023,,,,
5109,406,14,296,4,3/21/2023,8/8/2023,,,,
5110,505,2,778,7,3/21/2023,11/15/2023,,,,
5111,468,10,615,10,3/21/2023,10/9/2023,,,,
5112,533,3,551,3,3/21/2023,12/13/2023,,,,
5113,503,4,504,1,3/21/2023,11/13/2023,,,,
5114,505,4,375,9,3/21/2023,11/15/2023,,,,
5115,528,1,670,3,3/21/2023,12/8/2023,,,,
5116,526,12,302,4,3/21/2023,12/6/2023,,,,
5117,407,12,641,5,3/21/2023,8/9/2023,,,,
5118,524,3,853,9,3/21/2023,12/4/2023,,,,
5119,505,15,290,5,3/21/2023,11/15/2023,,,,
5120,413,11,367,4,3/21/2023,8/15/2023,,,,
5121,583,9,725,6,3/21/2023,2/1/2024,,,,
5122,373,2,645,10,3/21/2023,7/6/2023,,,,
5123,542,10,105,1,3/21/2023,12/22/2023,,,,
5124,475,18,156,1,3/21/2023,10/16/2023,,,,
5125,453,20,895,3,3/21/2023,9/24/2023,,,,
5126,358,20,158,2,3/21/2023,6/21/2023,,,,
5127,520,1,171,9,3/21/2023,11/30/2023,,,,
5128,415,6,774,3,3/21/2023,8/17/2023,,,,
5129,540,9,144,10,3/21/2023,12/20/2023,,,,
5130,538,12,475,5,3/21/2023,12/18/2023,,,,
5131,388,7,103,2,3/21/2023,7/21/2023,,,,
5132,503,13,921,8,3/21/2023,11/13/2023,,,,
5133,549,8,103,7,3/21/2023,12/29/2023,,,,
5134,518,18,987,3,3/21/2023,11/28/2023,,,,
5135,517,11,39,8,3/21/2023,11/27/2023,,,,
5136,533,1,305,4,3/21/2023,12/13/2023,,,,
5137,521,13,747,5,3/21/2023,12/1/2023,,,,
5138,505,6,520,6,3/21/2023,11/15/2023,,,,
5139,391,14,817,8,3/21/2023,7/24/2023,,,,
5140,446,14,772,6,3/21/2023,9/17/2023,,,,
5141,420,7,767,2,3/21/2023,8/22/2023,,,,
5142,596,12,515,9,3/22/2023,2/14/2024,,,,
5143,700,8,853,1,3/22/2023,5/30/2024,,,,
5144,636,18,239,1,3/22/2023,3/25/2024,,,,
5145,510,2,809,4,3/22/2023,11/20/2023,,,,
5146,510,19,831,3,3/22/2023,11/20/2023,,,,
5147,510,1,624,9,3/22/2023,11/20/2023,,,,
5148,510,2,215,6,3/22/2023,11/20/2023,,,,
5149,416,9,532,1,3/22/2023,8/18/2023,,,,
5150,476,6,8,9,3/22/2023,10/17/2023,,,,
5151,635,19,324,10,3/22/2023,3/24/2024,,,,
5152,446,17,534,6,3/22/2023,9/17/2023,,,,
5153,694,12,173,1,3/22/2023,5/23/2024,,,,
5154,784,10,489,9,3/22/2023,8/23/2024,,,,
5155,479,3,609,9,3/22/2023,10/20/2023,,,,
5156,536,11,89,2,3/22/2023,12/16/2023,,,,
5157,479,15,903,7,3/22/2023,10/20/2023,,,,
5158,479,14,572,7,3/22/2023,10/20/2023,,,,
5159,815,5,819,1,3/22/2023,9/24/2024,,,,
5160,594,19,662,7,3/22/2023,2/12/2024,,,,
5161,449,7,691,7,3/22/2023,9/20/2023,,,,
5162,513,20,852,6,3/22/2023,11/23/2023,,,,
5163,653,1,849,9,3/22/2023,4/11/2024,,,,
5164,511,4,587,5,3/22/2023,11/21/2023,,,,
5165,524,8,121,6,3/22/2023,12/4/2023,,,,
5166,584,10,850,5,3/22/2023,2/2/2024,,,,
5167,520,15,715,6,3/22/2023,11/30/2023,,,,
5168,569,15,193,9,3/22/2023,1/18/2024,,,,
5169,385,3,915,9,3/22/2023,7/18/2023,,,,
5170,739,2,853,6,3/22/2023,7/8/2024,,,,
5171,618,6,616,2,3/22/2023,3/7/2024,,,,
5172,698,20,400,9,3/22/2023,5/28/2024,,,,
5173,430,8,719,3,3/22/2023,9/1/2023,,,,
5174,699,14,989,7,3/22/2023,5/29/2024,,,,
5175,577,10,733,9,3/22/2023,1/26/2024,,,,
5176,471,12,423,7,3/22/2023,10/12/2023,,,,
5177,725,7,721,9,3/22/2023,6/24/2024,,,,
5178,546,11,169,10,3/22/2023,12/26/2023,,,,
5179,391,12,527,8,3/22/2023,7/24/2023,,,,
5180,731,19,120,8,3/22/2023,6/30/2024,,,,
5181,566,18,627,2,3/22/2023,1/15/2024,,,,
5182,743,18,842,10,3/22/2023,7/12/2024,,,,
5183,321,12,536,1,3/22/2023,5/15/2023,,,,
5184,638,14,475,1,3/22/2023,3/27/2024,,,,
5185,479,2,88,3,3/22/2023,10/20/2023,,,,
5186,358,2,229,7,3/22/2023,6/21/2023,,,,
5187,448,13,953,2,3/22/2023,9/19/2023,,,,
5188,514,16,335,6,3/23/2023,11/24/2023,,,,
5189,384,12,405,5,3/23/2023,7/17/2023,,,,
5190,438,14,761,1,3/23/2023,9/9/2023,,,,
5191,330,6,729,1,3/23/2023,5/24/2023,,,,
5192,473,2,517,1,3/23/2023,10/14/2023,,,,
5193,388,11,969,4,3/23/2023,7/21/2023,,,,
5194,360,14,924,5,3/23/2023,6/23/2023,,,,
5195,384,5,435,8,3/23/2023,7/17/2023,,,,
5196,416,12,921,7,3/23/2023,8/18/2023,,,,
5197,387,18,974,9,3/23/2023,7/20/2023,,,,
5198,477,3,90,2,3/23/2023,10/18/2023,,,,
5199,447,4,528,7,3/23/2023,9/18/2023,,,,
5200,339,6,305,4,3/23/2023,6/2/2023,,,,
5201,477,4,415,7,3/23/2023,10/18/2023,,,,
5202,372,9,63,6,3/23/2023,7/5/2023,,,,
5203,479,11,239,10,3/23/2023,10/20/2023,,,,
5204,442,20,944,3,3/23/2023,9/13/2023,,,,
5205,422,20,49,8,3/23/2023,8/24/2023,,,,
5206,415,12,31,2,3/23/2023,8/17/2023,,,,
5207,518,16,185,9,3/23/2023,11/28/2023,,,,
5208,645,8,302,6,3/23/2023,4/3/2024,,,,
5209,871,1,902,10,3/23/2023,11/19/2024,,,,
5210,464,20,908,9,3/23/2023,10/5/2023,,,,
5211,524,16,488,4,3/23/2023,12/4/2023,,,,
5212,412,17,830,2,3/23/2023,8/14/2023,,,,
5213,470,12,631,4,3/23/2023,10/11/2023,,,,
5214,581,12,128,1,3/23/2023,1/30/2024,,,,
5215,420,12,832,9,3/23/2023,8/22/2023,,,,
5216,535,12,393,9,3/23/2023,12/15/2023,,,,
5217,589,7,142,8,3/23/2023,2/7/2024,,,,
5218,677,8,565,9,3/23/2023,5/6/2024,,,,
5219,635,20,645,1,3/23/2023,3/24/2024,,,,
5220,489,5,955,1,3/23/2023,10/30/2023,,,,
5221,477,16,858,7,3/23/2023,10/18/2023,,,,
5222,556,19,846,5,3/23/2023,1/5/2024,,,,
5223,479,18,284,4,3/23/2023,10/20/2023,,,,
5224,434,9,917,8,3/23/2023,9/5/2023,,,,
5225,539,7,631,9,3/23/2023,12/19/2023,,,,
5226,328,16,511,9,3/24/2023,5/22/2023,,,,
5227,328,1,159,6,3/24/2023,5/22/2023,,,,
5228,388,12,861,5,3/24/2023,7/21/2023,,,,
5229,418,19,814,5,3/24/2023,8/20/2023,,,,
5230,384,13,989,8,3/24/2023,7/17/2023,,,,
5231,451,18,128,7,3/24/2023,9/22/2023,,,,
5232,477,7,374,4,3/24/2023,10/18/2023,,,,
5233,418,1,54,1,3/24/2023,8/20/2023,,,,
5234,350,4,419,3,3/24/2023,6/13/2023,,,,
5235,469,10,692,5,3/24/2023,10/10/2023,,,,
5236,350,16,628,10,3/24/2023,6/13/2023,,,,
5237,358,13,508,1,3/24/2023,6/21/2023,,,,
5238,601,11,581,9,3/24/2023,2/19/2024,,,,
5239,442,20,567,8,3/24/2023,9/13/2023,,,,
5240,538,8,414,7,3/24/2023,12/18/2023,,,,
5241,448,1,75,1,3/24/2023,9/19/2023,,,,
5242,598,20,711,4,3/24/2023,2/16/2024,,,,
5243,398,7,757,9,3/24/2023,7/31/2023,,,,
5244,418,19,119,2,3/24/2023,8/20/2023,,,,
5245,475,5,690,7,3/24/2023,10/16/2023,,,,
5246,482,1,513,10,3/24/2023,10/23/2023,,,,
5247,426,12,800,4,3/24/2023,8/28/2023,,,,
5248,457,12,536,2,3/24/2023,9/28/2023,,,,
5249,580,7,505,5,3/24/2023,1/29/2024,,,,
5250,464,14,937,9,3/24/2023,10/5/2023,,,,
5251,399,11,252,7,3/24/2023,8/1/2023,,,,
5252,444,7,670,4,3/24/2023,9/15/2023,,,,
5253,456,17,500,7,3/24/2023,9/27/2023,,,,
5254,510,7,928,9,3/24/2023,11/20/2023,,,,
5255,547,15,948,2,3/24/2023,12/27/2023,,,,
5256,523,18,510,9,3/24/2023,12/3/2023,,,,
5257,403,1,908,7,3/24/2023,8/5/2023,,,,
5258,360,14,315,10,3/24/2023,6/23/2023,,,,
5259,328,9,819,8,3/24/2023,5/22/2023,,,,
5260,363,4,198,4,3/24/2023,6/26/2023,,,,
5261,455,1,22,4,3/24/2023,9/26/2023,,,,
5262,535,10,147,6,3/24/2023,12/15/2023,,,,
5263,385,4,754,1,3/24/2023,7/18/2023,,,,
5264,442,14,666,2,3/24/2023,9/13/2023,,,,
5265,457,11,966,6,3/24/2023,9/28/2023,,,,
5266,444,10,859,4,3/24/2023,9/15/2023,,,,
5267,530,2,434,9,3/24/2023,12/10/2023,,,,
5268,633,19,543,10,3/24/2023,3/22/2024,,,,
5269,523,4,207,3,3/24/2023,12/3/2023,,,,
5270,502,16,889,3,3/24/2023,11/12/2023,,,,
5271,584,5,40,9,3/24/2023,2/2/2024,,,,
5272,542,12,678,5,3/24/2023,12/22/2023,,,,
5273,440,20,420,1,3/24/2023,9/11/2023,,,,
5274,406,11,501,7,3/24/2023,8/8/2023,,,,
5275,468,16,187,10,3/24/2023,10/9/2023,,,,
5276,604,5,315,8,3/25/2023,2/22/2024,,,,
5277,619,14,863,2,3/25/2023,3/8/2024,,,,
5278,619,20,274,7,3/25/2023,3/8/2024,,,,
5279,469,16,597,8,3/27/2023,10/10/2023,,,,
5280,479,12,277,7,3/27/2023,10/20/2023,,,,
5281,571,13,163,10,3/27/2023,1/20/2024,,,,
5282,451,11,76,4,3/27/2023,9/22/2023,,,,
5283,563,9,469,3,3/27/2023,1/12/2024,,,,
5284,731,3,717,2,3/27/2023,6/30/2024,,,,
5285,453,9,12,2,3/27/2023,9/24/2023,,,,
5286,391,2,647,4,3/27/2023,7/24/2023,,,,
5287,573,16,22,8,3/27/2023,1/22/2024,,,,
5288,568,18,924,2,3/27/2023,1/17/2024,,,,
5289,354,2,914,4,3/27/2023,6/17/2023,,,,
5290,511,10,504,4,3/27/2023,11/21/2023,,,,
5291,511,12,855,5,3/27/2023,11/21/2023,,,,
5292,511,1,164,9,3/27/2023,11/21/2023,,,,
5293,511,1,222,8,3/27/2023,11/21/2023,,,,
5294,498,14,578,9,3/27/2023,11/8/2023,,,,
5295,541,1,294,2,3/27/2023,12/21/2023,,,,
5296,381,2,84,6,3/27/2023,7/14/2023,,,,
5297,422,4,851,5,3/27/2023,8/24/2023,,,,
5298,393,4,845,9,3/27/2023,7/26/2023,,,,
5299,498,2,820,1,3/27/2023,11/8/2023,,,,
5300,461,6,886,9,3/27/2023,10/2/2023,,,,
5301,391,15,748,10,3/27/2023,7/24/2023,,,,
5302,692,14,697,4,3/27/2023,5/21/2024,,,,
5303,519,16,97,8,3/27/2023,11/29/2023,,,,
5304,608,5,163,7,3/27/2023,2/26/2024,,,,
5305,412,8,558,5,3/27/2023,8/14/2023,,,,
5306,421,10,630,4,3/27/2023,8/23/2023,,,,
5307,572,1,331,3,3/27/2023,1/21/2024,,,,
5308,648,6,744,3,3/27/2023,4/6/2024,,,,
5309,646,7,418,8,3/27/2023,4/4/2024,,,,
5310,682,18,40,8,3/27/2023,5/11/2024,,,,
5311,609,4,303,5,3/27/2023,2/27/2024,,,,
5312,515,14,965,10,3/27/2023,11/25/2023,,,,
5313,656,1,511,9,3/27/2023,4/14/2024,,,,
5314,533,16,955,7,3/27/2023,12/13/2023,,,,
5315,391,8,834,1,3/27/2023,7/24/2023,,,,
5316,577,5,210,4,3/27/2023,1/26/2024,,,,
5317,510,10,606,2,3/27/2023,11/20/2023,,,,
5318,397,2,791,4,3/27/2023,7/30/2023,,,,
5319,699,19,295,6,3/27/2023,5/29/2024,,,,
5320,887,10,946,7,3/27/2023,12/5/2024,,,,
5321,507,5,560,5,3/27/2023,11/17/2023,,,,
5322,394,2,56,6,3/27/2023,7/27/2023,,,,
5323,447,5,232,1,3/27/2023,9/18/2023,,,,
5324,330,6,804,5,3/27/2023,5/24/2023,,,,
5325,496,18,316,4,3/27/2023,11/6/2023,,,,
5326,413,10,418,5,3/27/2023,8/15/2023,,,,
5327,505,14,470,4,3/27/2023,11/15/2023,,,,
5328,507,17,811,7,3/27/2023,11/17/2023,,,,
5329,642,7,223,6,3/27/2023,3/31/2024,,,,
5330,498,20,207,3,3/27/2023,11/8/2023,,,,
5331,507,12,591,1,3/27/2023,11/17/2023,,,,
5332,413,10,50,1,3/27/2023,8/15/2023,,,,
5333,507,13,567,9,3/27/2023,11/17/2023,,,,
5334,507,13,514,7,3/27/2023,11/17/2023,,,,
5335,642,15,154,10,3/27/2023,3/31/2024,,,,
5336,507,5,115,1,3/27/2023,11/17/2023,,,,
5337,316,15,215,7,3/27/2023,5/10/2023,,,,
5338,447,6,786,5,3/27/2023,9/18/2023,,,,
5339,379,2,912,6,3/28/2023,7/12/2023,,,,
5340,632,16,806,7,3/28/2023,3/21/2024,,,,
5341,676,16,94,7,3/28/2023,5/5/2024,,,,
5342,393,9,841,10,3/28/2023,7/26/2023,,,,
5343,392,14,26,6,3/28/2023,7/25/2023,,,,
5344,602,13,507,2,3/28/2023,2/20/2024,,,,
5345,867,15,934,4,3/28/2023,11/15/2024,,,,
5346,490,4,988,9,3/28/2023,10/31/2023,,,,
5347,352,11,661,3,3/28/2023,6/15/2023,,,,
5348,539,10,586,4,3/28/2023,12/19/2023,,,,
5349,542,7,368,2,3/28/2023,12/22/2023,,,,
5350,407,1,630,3,3/28/2023,8/9/2023,,,,
5351,547,15,865,10,3/28/2023,12/27/2023,,,,
5352,483,14,171,2,3/28/2023,10/24/2023,,,,
5353,483,14,851,3,3/28/2023,10/24/2023,,,,
5354,542,6,420,7,3/28/2023,12/22/2023,,,,
5355,512,12,569,6,3/28/2023,11/22/2023,,,,
5356,531,3,896,5,3/28/2023,12/11/2023,,,,
5357,531,10,960,2,3/28/2023,12/11/2023,,,,
5358,572,6,636,4,3/28/2023,1/21/2024,,,,
5359,472,11,675,6,3/28/2023,10/13/2023,,,,
5360,528,17,691,10,3/28/2023,12/8/2023,,,,
5361,526,11,348,3,3/28/2023,12/6/2023,,,,
5362,602,20,269,9,3/28/2023,2/20/2024,,,,
5363,483,14,766,5,3/28/2023,10/24/2023,,,,
5364,572,3,880,6,3/28/2023,1/21/2024,,,,
5365,526,5,612,3,3/28/2023,12/6/2023,,,,
5366,321,18,568,7,3/28/2023,5/15/2023,,,,
5367,497,11,299,4,3/28/2023,11/7/2023,,,,
5368,527,8,767,10,3/28/2023,12/7/2023,,,,
5369,511,14,196,4,3/28/2023,11/21/2023,,,,
5370,572,14,83,2,3/28/2023,1/21/2024,,,,
5371,538,11,391,4,3/28/2023,12/18/2023,,,,
5372,572,18,734,6,3/28/2023,1/21/2024,,,,
5373,524,9,99,10,3/28/2023,12/4/2023,,,,
5374,524,19,592,9,3/28/2023,12/4/2023,,,,
5375,525,7,670,8,3/28/2023,12/5/2023,,,,
5376,538,4,415,7,3/28/2023,12/18/2023,,,,
5377,572,20,740,8,3/28/2023,1/21/2024,,,,
5378,422,7,609,1,3/28/2023,8/24/2023,,,,
5379,572,7,203,1,3/28/2023,1/21/2024,,,,
5380,363,18,304,1,3/28/2023,6/26/2023,,,,
5381,572,7,741,6,3/28/2023,1/21/2024,,,,
5382,572,8,758,2,3/28/2023,1/21/2024,,,,
5383,526,1,362,10,3/28/2023,12/6/2023,,,,
5384,525,18,394,9,3/28/2023,12/5/2023,,,,
5385,525,9,858,9,3/28/2023,12/5/2023,,,,
5386,532,7,159,2,3/28/2023,12/12/2023,,,,
5387,632,18,586,7,3/28/2023,3/21/2024,,,,
5388,542,20,243,4,3/28/2023,12/22/2023,,,,
5389,572,12,676,1,3/28/2023,1/21/2024,,,,
5390,603,17,439,6,3/28/2023,2/21/2024,,,,
5391,524,11,94,10,3/28/2023,12/4/2023,,,,
5392,392,1,5,1,3/28/2023,7/25/2023,,,,
5393,665,18,592,8,3/28/2023,4/24/2024,,,,
5394,605,2,569,1,3/28/2023,2/23/2024,,,,
5395,432,7,52,9,3/28/2023,9/3/2023,,,,
5396,392,4,109,4,3/28/2023,7/25/2023,,,,
5397,392,11,814,5,3/28/2023,7/25/2023,,,,
5398,745,5,754,7,3/28/2023,7/15/2024,,,,
5399,359,15,999,2,3/28/2023,6/22/2023,,,,
5400,360,5,87,3,3/28/2023,6/23/2023,,,,
5401,672,12,294,10,3/28/2023,5/1/2024,,,,
5402,360,5,222,4,3/28/2023,6/23/2023,,,,
5403,360,8,713,6,3/28/2023,6/23/2023,,,,
5404,392,17,396,5,3/28/2023,7/25/2023,,,,
5405,359,9,617,5,3/28/2023,6/22/2023,,,,
5406,392,14,341,6,3/28/2023,7/25/2023,,,,
5407,392,16,437,6,3/28/2023,7/25/2023,,,,
5408,360,18,245,6,3/28/2023,6/23/2023,,,,
5409,360,12,942,9,3/28/2023,6/23/2023,,,,
5410,360,17,877,1,3/28/2023,6/23/2023,,,,
5411,396,5,595,3,3/28/2023,7/29/2023,,,,
5412,590,5,213,7,3/28/2023,2/8/2024,,,,
5413,363,19,200,6,3/28/2023,6/26/2023,,,,
5414,296,4,972,10,3/28/2023,4/19/2023,,,,
5415,471,17,136,1,3/28/2023,10/12/2023,,,,
5416,363,5,896,3,3/28/2023,6/26/2023,,,,
5417,402,15,472,2,3/28/2023,8/4/2023,,,,
5418,352,19,115,1,3/28/2023,6/15/2023,,,,
5419,531,20,836,10,3/28/2023,12/11/2023,,,,
5420,423,19,930,8,3/28/2023,8/25/2023,,,,
5421,431,1,458,7,3/28/2023,9/2/2023,,,,
5422,624,7,258,1,3/28/2023,3/13/2024,,,,
5423,363,6,291,8,3/28/2023,6/26/2023,,,,
5424,521,9,710,7,3/28/2023,12/1/2023,,,,
5425,448,7,38,1,3/28/2023,9/19/2023,,,,
5426,384,11,174,6,3/28/2023,7/17/2023,,,,
5427,483,15,639,10,3/28/2023,10/24/2023,,,,
5428,540,12,369,7,3/28/2023,12/20/2023,,,,
5429,539,3,928,9,3/28/2023,12/19/2023,,,,
5430,705,17,769,5,3/28/2023,6/4/2024,,,,
5431,888,11,887,9,3/28/2023,12/6/2024,,,,
5432,440,2,824,7,3/28/2023,9/11/2023,,,,
5433,633,3,801,9,3/28/2023,3/22/2024,,,,
5434,414,2,570,7,3/28/2023,8/16/2023,,,,
5435,821,2,790,5,3/28/2023,9/30/2024,,,,
5436,367,5,842,6,3/28/2023,6/30/2023,,,,
5437,547,11,727,2,3/28/2023,12/27/2023,,,,
5438,413,6,972,2,3/28/2023,8/15/2023,,,,
5439,526,15,582,9,3/28/2023,12/6/2023,,,,
5440,377,2,157,1,3/28/2023,7/10/2023,,,,
5441,532,1,710,4,3/28/2023,12/12/2023,,,,
5442,426,9,626,8,3/28/2023,8/28/2023,,,,
5443,359,10,914,7,3/28/2023,6/22/2023,,,,
5444,482,5,351,10,3/28/2023,10/23/2023,,,,
5445,385,5,100,7,3/29/2023,7/18/2023,,,,
5446,525,1,555,1,3/29/2023,12/5/2023,,,,
5447,534,5,793,1,3/29/2023,12/14/2023,,,,
5448,435,18,387,3,3/29/2023,9/6/2023,,,,
5449,393,3,985,3,3/29/2023,7/26/2023,,,,
5450,453,8,188,1,3/29/2023,9/24/2023,,,,
5451,451,11,284,1,3/29/2023,9/22/2023,,,,
5452,333,19,70,9,3/29/2023,5/27/2023,,,,
5453,539,7,363,3,3/29/2023,12/19/2023,,,,
5454,618,19,603,6,3/29/2023,3/7/2024,,,,
5455,556,19,127,5,3/29/2023,1/5/2024,,,,
5456,520,7,829,3,3/29/2023,11/30/2023,,,,
5457,625,4,903,6,3/29/2023,3/14/2024,,,,
5458,766,15,155,5,3/29/2023,8/5/2024,,,,
5459,750,13,897,10,3/29/2023,7/20/2024,,,,
5460,791,14,541,3,3/29/2023,8/31/2024,,,,
5461,696,2,21,7,3/29/2023,5/26/2024,,,,
5462,669,2,975,4,3/29/2023,4/28/2024,,,,
5463,579,15,30,6,3/29/2023,1/28/2024,,,,
5464,628,18,118,1,3/29/2023,3/17/2024,,,,
5465,542,2,878,9,3/29/2023,12/22/2023,,,,
5466,760,17,928,2,3/29/2023,7/30/2024,,,,
5467,943,3,236,4,3/29/2023,1/31/2025,,,,
5468,603,4,643,7,3/29/2023,2/21/2024,,,,
5469,681,20,795,4,3/29/2023,5/10/2024,,,,
5470,619,11,907,8,3/29/2023,3/8/2024,,,,
5471,466,2,900,3,3/29/2023,10/7/2023,,,,
5472,633,8,629,8,3/29/2023,3/22/2024,,,,
5473,613,13,365,8,3/29/2023,3/2/2024,,,,
5474,393,13,467,5,3/29/2023,7/26/2023,,,,
5475,429,15,823,3,3/29/2023,8/31/2023,,,,
5476,535,3,972,6,3/29/2023,12/15/2023,,,,
5477,434,12,484,7,3/29/2023,9/5/2023,,,,
5478,526,4,10,2,3/29/2023,12/6/2023,,,,
5479,447,13,468,10,3/29/2023,9/18/2023,,,,
5480,481,7,458,8,3/29/2023,10/22/2023,,,,
5481,530,7,744,4,3/29/2023,12/10/2023,,,,
5482,535,19,617,7,3/29/2023,12/15/2023,,,,
5483,530,10,578,6,3/29/2023,12/10/2023,,,,
5484,761,17,95,2,3/29/2023,7/31/2024,,,,
5485,535,2,374,9,3/29/2023,12/15/2023,,,,
5486,503,14,425,3,3/29/2023,11/13/2023,,,,
5487,384,7,784,2,3/29/2023,7/17/2023,,,,
5488,413,4,191,4,3/29/2023,8/15/2023,,,,
5489,442,4,281,10,3/29/2023,9/13/2023,,,,
5490,348,14,691,6,3/29/2023,6/11/2023,,,,
5491,387,19,918,9,3/29/2023,7/20/2023,,,,
5492,569,3,470,3,3/30/2023,1/18/2024,,,,
5493,512,19,728,1,3/30/2023,11/22/2023,,,,
5494,516,9,648,10,3/30/2023,11/26/2023,,,,
5495,347,12,422,6,3/30/2023,6/10/2023,,,,
5496,431,8,777,1,3/30/2023,9/2/2023,,,,
5497,385,10,269,1,3/30/2023,7/18/2023,,,,
5498,446,5,596,5,3/30/2023,9/17/2023,,,,
5499,407,19,999,7,3/30/2023,8/9/2023,,,,
5500,506,7,893,1,3/30/2023,11/16/2023,,,,
5501,352,13,1,4,3/30/2023,6/15/2023,,,,
5502,413,13,606,6,3/30/2023,8/15/2023,,,,
5503,394,2,664,5,3/30/2023,7/27/2023,,,,
5504,370,15,526,7,3/30/2023,7/3/2023,,,,
5505,463,1,454,3,3/30/2023,10/4/2023,,,,
5506,426,2,570,8,3/30/2023,8/28/2023,,,,
5507,423,6,119,2,3/30/2023,8/25/2023,,,,
5508,581,6,594,7,3/30/2023,1/30/2024,,,,
5509,512,6,238,6,3/30/2023,11/22/2023,,,,
5510,614,19,851,10,3/30/2023,3/3/2024,,,,
5511,430,19,276,1,3/30/2023,9/1/2023,,,,
5512,522,10,632,2,3/30/2023,12/2/2023,,,,
5513,544,5,644,3,3/30/2023,12/24/2023,,,,
5514,349,2,825,10,3/30/2023,6/12/2023,,,,
5515,394,15,762,2,3/30/2023,7/27/2023,,,,
5516,424,13,261,7,3/30/2023,8/26/2023,,,,
5517,364,19,298,8,3/30/2023,6/27/2023,,,,
5518,435,11,791,6,3/30/2023,9/6/2023,,,,
5519,366,8,605,2,3/30/2023,6/29/2023,,,,
5520,375,16,553,5,3/30/2023,7/8/2023,,,,
5521,413,8,376,4,3/30/2023,8/15/2023,,,,
5522,455,10,997,10,3/30/2023,9/26/2023,,,,
5523,335,11,184,1,3/30/2023,5/29/2023,,,,
5524,539,6,20,10,3/30/2023,12/19/2023,,,,
5525,527,11,748,7,3/30/2023,12/7/2023,,,,
5526,514,10,633,3,3/30/2023,11/24/2023,,,,
5527,451,17,291,3,3/30/2023,9/22/2023,,,,
5528,415,16,352,10,3/30/2023,8/17/2023,,,,
5529,365,9,434,6,3/30/2023,6/28/2023,,,,
5530,395,4,104,4,3/30/2023,7/28/2023,,,,
5531,553,19,867,7,3/30/2023,1/2/2024,,,,
5532,588,20,534,3,3/30/2023,2/6/2024,,,,
5533,510,13,350,6,3/30/2023,11/20/2023,,,,
5534,446,2,903,6,3/30/2023,9/17/2023,,,,
5535,507,18,779,7,3/30/2023,11/17/2023,,,,
5536,609,1,458,10,3/30/2023,2/27/2024,,,,
5537,535,20,960,3,3/30/2023,12/15/2023,,,,
5538,538,20,672,5,3/30/2023,12/18/2023,,,,
5539,510,12,297,4,3/30/2023,11/20/2023,,,,
5540,506,10,890,6,3/30/2023,11/16/2023,,,,
5541,395,20,415,6,3/30/2023,7/28/2023,,,,
5542,364,2,202,2,3/30/2023,6/27/2023,,,,
5543,419,14,278,3,3/30/2023,8/21/2023,,,,
5544,337,14,593,3,3/30/2023,5/31/2023,,,,
5545,512,11,736,8,3/30/2023,11/22/2023,,,,
5546,349,12,607,5,3/30/2023,6/12/2023,,,,
5547,530,6,228,2,3/31/2023,12/10/2023,,,,
5548,657,19,315,5,3/31/2023,4/15/2024,,,,
5549,723,13,167,10,3/31/2023,6/22/2024,,,,
5550,484,5,439,2,3/31/2023,10/25/2023,,,,
5551,794,11,249,8,3/31/2023,9/3/2024,,,,
5552,612,14,219,3,3/31/2023,3/1/2024,,,,
5553,850,12,834,8,3/31/2023,10/29/2024,,,,
5554,304,4,131,6,3/31/2023,4/27/2023,,,,
5555,374,17,874,10,3/31/2023,7/7/2023,,,,
5556,350,5,417,2,3/31/2023,6/13/2023,,,,
5557,337,14,162,8,3/31/2023,5/31/2023,,,,
5558,328,13,815,3,3/31/2023,5/22/2023,,,,
5559,304,15,935,9,3/31/2023,4/27/2023,,,,
5560,559,5,682,9,3/31/2023,1/8/2024,,,,
5561,435,11,950,6,3/31/2023,9/6/2023,,,,
5562,421,13,642,6,3/31/2023,8/23/2023,,,,
5563,482,12,775,6,3/31/2023,10/23/2023,,,,
5564,506,10,470,6,3/31/2023,11/16/2023,,,,
5565,507,3,824,9,3/31/2023,11/17/2023,,,,
5566,421,17,232,7,3/31/2023,8/23/2023,,,,
