CashKey,OrderDetailsKey,DepositCheck,TransactionDate,CollectionPeriod,PaymentAmount
4507,5026,DNSCHECK753,9/23/2023,8/26/2023,1610.78
4508,4349,DNSCHECK771,10/24/2024,10/1/2024,423.84
4509,5245,DNSCHECK439,9/25/2023,9/2/2023,77.66
4510,3113,DNSCHECK438,8/30/2023,8/1/2023,826.21
4511,7664,DNSCHECK609,4/24/2024,4/3/2024,823.17
4512,8058,DNSCHECK659,5/14/2023,4/23/2023,223.26
4513,7179,DNSCHECK785,3/7/2024,2/16/2024,586.71
4514,3258,DNSCHECK476,10/25/2023,9/27/2023,342.47
4515,3186,DNSCHECK614,10/16/2023,9/20/2023,1274.26
4516,7562,DNSCHECK549,9/8/2023,8/15/2023,245.31
4517,4607,DNSCHECK373,10/16/2023,9/22/2023,891.43
4518,4067,DNSCHECK461,5/9/2023,4/16/2023,445.89
4519,7408,DNSCHECK615,2/17/2024,1/25/2024,340.26
4520,5754,DNSCHECK474,10/13/2023,9/20/2023,438.45
4521,3192,DNSCHECK773,3/3/2024,2/11/2024,644.65
4522,2146,DNSCHECK752,5/16/2023,4/16/2023,122.76
4523,2303,DNSCHECK392,12/24/2023,11/29/2023,218.45
4524,8974,DNSCHECK518,1/3/2024,12/9/2023,1343.82
4525,1987,DNSCHECK747,12/13/2023,11/15/2023,1520.4
4526,4053,DNSCHECK720,2/7/2024,1/11/2024,586.3
4527,1520,DNSCHECK692,1/6/2024,12/9/2023,396.52
4528,8959,DNSCHECK778,7/27/2024,7/5/2024,866.05
4529,7696,DNSCHECK485,10/7/2023,9/8/2023,344.46
4530,362,DNSCHECK583,9/21/2023,9/1/2023,402.2
4531,3247,DNSCHECK629,2/1/2024,1/12/2024,836.22
4532,5209,DNSCHECK331,10/4/2024,9/9/2024,38.83
4533,6502,DNSCHECK591,7/6/2024,6/14/2024,397.26
4534,8947,DNSCHECK648,11/9/2023,10/19/2023,215.69
4535,1926,DNSCHECK591,7/12/2023,6/22/2023,1140.99
4536,255,DNSCHECK454,7/29/2023,7/6/2023,1387.77
4537,4076,DNSCHECK707,11/25/2023,10/30/2023,1167.31
4538,1239,DNSCHECK758,9/27/2023,8/30/2023,1126.48
4539,200,DNSCHECK635,4/6/2024,3/17/2024,329.31
4540,4341,DNSCHECK484,11/26/2023,10/27/2023,512.04
4541,3777,DNSCHECK685,6/2/2024,5/11/2024,556.76
4542,2642,DNSCHECK647,2/16/2024,1/27/2024,342.07
4543,4873,DNSCHECK526,6/13/2024,5/22/2024,879.01
4544,2345,DNSCHECK393,3/21/2024,2/27/2024,476.49
4545,6217,DNSCHECK531,12/25/2023,11/26/2023,348.49
4546,686,DNSCHECK658,2/6/2024,1/7/2024,1392.34
4547,9036,DNSCHECK479,3/17/2024,2/24/2024,295.81
4548,7751,DNSCHECK357,12/27/2023,12/5/2023,113.62
4549,7383,DNSCHECK470,1/20/2024,12/24/2023,478.8
4550,3902,DNSCHECK595,2/3/2024,1/6/2024,854.7
4551,1705,DNSCHECK626,3/14/2024,2/21/2024,1862.24
4552,2671,DNSCHECK372,12/23/2023,11/29/2023,206.08
4553,2313,DNSCHECK469,12/10/2023,11/14/2023,161.59
4554,5883,DNSCHECK461,9/7/2023,8/13/2023,1246.2
4555,6678,DNSCHECK573,7/9/2023,6/12/2023,320.55
4556,480,DNSCHECK627,8/8/2023,7/19/2023,1354.78
4557,3415,DNSCHECK678,3/3/2024,2/7/2024,82.24
4558,5915,DNSCHECK672,1/24/2024,1/3/2024,1341.98
4559,5697,DNSCHECK603,9/30/2023,9/2/2023,1806.69
4560,4639,DNSCHECK302,1/25/2024,1/2/2024,901.86
4561,7057,DNSCHECK341,5/10/2024,4/11/2024,226.81
4562,9516,DNSCHECK776,4/28/2024,4/8/2024,218.16
4563,7543,DNSCHECK718,11/21/2023,10/29/2023,549.86
4564,7624,DNSCHECK443,1/21/2024,1/1/2024,379.28
4565,8000,DNSCHECK317,1/15/2024,12/17/2023,303.81
4566,5682,DNSCHECK671,11/4/2023,10/6/2023,1601.98
4567,3535,DNSCHECK521,12/24/2023,11/26/2023,636.78
4568,6034,DNSCHECK708,4/1/2024,3/5/2024,97.96
4569,8932,DNSCHECK342,1/28/2024,12/31/2023,320.34
4570,7993,DNSCHECK632,1/21/2024,1/1/2024,1473.14
4571,2579,DNSCHECK622,12/1/2023,11/10/2023,1130.98
4572,3899,DNSCHECK562,11/21/2023,10/29/2023,878.8
4573,8294,DNSCHECK737,11/19/2024,10/23/2024,850.23
4574,2829,DNSCHECK769,6/2/2024,5/8/2024,515.13
4575,2254,DNSCHECK592,7/9/2024,6/9/2024,876.37
4576,4757,DNSCHECK422,11/6/2023,10/13/2023,761.04
4577,929,DNSCHECK374,3/23/2024,2/28/2024,848.18
4578,3532,DNSCHECK339,10/8/2023,9/16/2023,761.08
4579,1337,DNSCHECK695,9/1/2023,8/6/2023,100.98
4580,1469,DNSCHECK457,1/15/2024,12/23/2023,716.72
4581,8069,DNSCHECK624,12/20/2023,11/22/2023,1880.34
4582,3555,DNSCHECK399,3/21/2024,3/1/2024,222.04
4583,2956,DNSCHECK355,8/3/2023,7/14/2023,172.18
4584,7603,DNSCHECK725,8/22/2023,7/30/2023,761
4585,2951,DNSCHECK480,9/13/2024,8/21/2024,1130.78
4586,348,DNSCHECK562,10/13/2023,9/23/2023,1027.99
4587,2298,DNSCHECK778,7/23/2023,6/30/2023,154.78
4588,2180,DNSCHECK396,12/17/2023,11/18/2023,629
4589,5361,DNSCHECK337,9/14/2023,8/23/2023,119.1
4590,7798,DNSCHECK494,11/6/2023,10/15/2023,412.3
4591,6594,DNSCHECK769,11/17/2024,10/23/2024,76.65
4592,3812,DNSCHECK631,12/16/2023,11/18/2023,490.34
4593,7367,DNSCHECK415,3/27/2025,3/2/2025,457.09
4594,8908,DNSCHECK685,9/20/2023,8/27/2023,549.67
4595,9171,DNSCHECK775,3/19/2024,2/25/2024,1186.77
4596,4581,DNSCHECK581,2/24/2025,1/30/2025,952.07
4597,6673,DNSCHECK470,8/12/2023,7/18/2023,579.85
4598,1751,DNSCHECK557,8/29/2023,8/2/2023,800.6
4599,87,DNSCHECK685,11/11/2023,10/20/2023,489.85
4600,3646,DNSCHECK594,7/5/2024,6/11/2024,802.82
4601,3926,DNSCHECK426,9/17/2023,8/28/2023,348.86
4602,1884,DNSCHECK582,4/13/2024,3/17/2024,1104.19
4603,7099,DNSCHECK498,10/1/2023,9/7/2023,417.28
4604,206,DNSCHECK473,5/4/2024,4/6/2024,598.9
4605,4419,DNSCHECK771,4/19/2024,3/20/2024,1007.34
4606,4619,DNSCHECK456,10/31/2023,10/9/2023,748.1
4607,784,DNSCHECK512,1/6/2024,12/13/2023,1610.91
4608,4710,DNSCHECK711,6/14/2024,5/15/2024,413.83
4609,3991,DNSCHECK415,1/9/2024,12/19/2023,267.28
4610,2428,DNSCHECK519,10/26/2023,9/28/2023,212.33
4611,1914,DNSCHECK778,3/29/2024,3/8/2024,168.08
4612,5243,DNSCHECK330,12/20/2023,11/28/2023,573.99
4613,9321,DNSCHECK611,3/12/2024,2/12/2024,65.74
4614,82,DNSCHECK492,1/20/2024,12/22/2023,63.47
4615,9428,DNSCHECK450,5/12/2024,4/21/2024,449.61
4616,3374,DNSCHECK672,2/13/2024,1/21/2024,636.51
4617,6317,DNSCHECK763,12/5/2023,11/8/2023,297.38
4618,620,DNSCHECK774,1/8/2024,12/9/2023,1445.5
4619,2038,DNSCHECK705,8/14/2023,7/24/2023,690.31
4620,8554,DNSCHECK796,12/24/2024,11/27/2024,1169.46
4621,3976,DNSCHECK635,12/18/2023,11/18/2023,255.06
4622,5964,DNSCHECK474,3/9/2024,2/12/2024,324.56
4623,7222,DNSCHECK777,1/19/2024,12/22/2023,784.8
4624,4443,DNSCHECK419,10/13/2023,9/17/2023,1240.25
4625,4603,DNSCHECK773,9/26/2023,8/27/2023,1656.04
4626,7133,DNSCHECK313,12/23/2023,11/25/2023,58.76
4627,6213,DNSCHECK577,12/8/2023,11/17/2023,57.27
4628,3610,DNSCHECK573,9/22/2023,9/2/2023,462.17
4629,1789,DNSCHECK694,10/23/2023,9/28/2023,1483.21
4630,3180,DNSCHECK394,9/6/2023,8/17/2023,944.45
4631,9425,DNSCHECK417,6/19/2023,5/30/2023,435.22
4632,3929,DNSCHECK498,10/17/2023,9/19/2023,471.9
4633,3541,DNSCHECK747,1/10/2024,12/13/2023,848.05
4634,3932,DNSCHECK579,5/24/2023,4/27/2023,354.21
4635,8367,DNSCHECK305,11/28/2023,11/3/2023,618.57
4636,7402,DNSCHECK766,3/23/2024,2/22/2024,1539.31
4637,1689,DNSCHECK371,10/30/2023,10/6/2023,254.85
4638,1264,DNSCHECK753,1/1/2024,12/12/2023,658.72
4639,2458,DNSCHECK698,12/21/2023,11/25/2023,1325.21
4640,2172,DNSCHECK305,12/9/2023,11/10/2023,1340.75
4641,6454,DNSCHECK335,8/1/2023,7/7/2023,531.75
4642,8781,DNSCHECK608,1/10/2024,12/13/2023,108.12
4643,6271,DNSCHECK403,7/4/2023,6/11/2023,1300.3
4644,8042,DNSCHECK516,7/21/2023,6/25/2023,382.42
4645,4272,DNSCHECK684,5/21/2023,4/24/2023,835.85
4646,5624,DNSCHECK561,1/16/2024,12/22/2023,910.69
4647,5035,DNSCHECK525,1/18/2024,12/25/2023,1474.41
4648,6679,DNSCHECK408,3/31/2024,3/5/2024,231.13
4649,2907,DNSCHECK715,4/9/2024,3/10/2024,1501.14
4650,899,DNSCHECK365,2/7/2024,1/12/2024,23.71
4651,2979,DNSCHECK324,1/26/2024,1/4/2024,330.72
4652,5261,DNSCHECK658,1/15/2025,12/16/2024,1214.23
4653,9437,DNSCHECK575,5/28/2024,5/4/2024,787.38
4654,7665,DNSCHECK786,3/23/2024,2/22/2024,1273.79
4655,5912,DNSCHECK362,6/13/2024,5/23/2024,679.3
4656,5682,DNSCHECK520,11/26/2023,10/29/2023,135.17
4657,9542,DNSCHECK629,5/3/2024,4/12/2024,1057.12
4658,6490,DNSCHECK502,1/31/2024,1/9/2024,848.63
4659,2638,DNSCHECK337,12/16/2023,11/21/2023,691.9
4660,2480,DNSCHECK376,2/21/2024,1/24/2024,82.57
4661,7432,DNSCHECK443,2/6/2024,1/10/2024,758.84
4662,6285,DNSCHECK549,2/29/2024,2/7/2024,845.3
4663,5667,DNSCHECK358,1/20/2024,12/31/2023,660.73
4664,5455,DNSCHECK424,4/20/2024,3/22/2024,1521.84
4665,5045,DNSCHECK509,4/12/2024,3/19/2024,1570.62
4666,4091,DNSCHECK386,3/27/2024,2/29/2024,915.33
4667,4456,DNSCHECK476,4/12/2024,3/18/2024,406.48
4668,7063,DNSCHECK543,4/29/2024,4/8/2024,1675.61
4669,342,DNSCHECK476,3/17/2024,2/24/2024,1179.31
4670,8850,DNSCHECK601,6/23/2024,5/30/2024,943.99
4671,2203,DNSCHECK743,1/17/2024,12/22/2023,324.81
4672,3621,DNSCHECK333,2/22/2024,1/23/2024,1655.29
4673,2308,DNSCHECK350,12/23/2023,12/3/2023,227.7
4674,8772,DNSCHECK356,12/22/2023,11/26/2023,255.71
4675,7963,DNSCHECK774,5/3/2024,4/13/2024,313.05
4676,6447,DNSCHECK366,1/30/2024,1/1/2024,1801.14
4677,7914,DNSCHECK721,6/26/2023,6/1/2023,485.5
4678,3998,DNSCHECK510,11/30/2023,10/31/2023,323.94
4679,4051,DNSCHECK355,10/6/2023,9/11/2023,467.64
4680,8538,DNSCHECK416,8/8/2023,7/12/2023,1048.73
4681,4130,DNSCHECK709,1/6/2024,12/13/2023,509.91
4682,4438,DNSCHECK539,12/17/2023,11/20/2023,273.74
4683,4875,DNSCHECK648,1/17/2024,12/19/2023,18.57
4684,8018,DNSCHECK559,11/30/2023,11/9/2023,697.24
4685,5544,DNSCHECK616,11/9/2023,10/14/2023,669.72
4686,8180,DNSCHECK314,6/16/2023,5/17/2023,947.68
4687,1777,DNSCHECK730,4/29/2024,4/6/2024,536.19
4688,2814,DNSCHECK406,4/20/2024,3/27/2024,164.33
4689,1579,DNSCHECK560,12/27/2023,11/27/2023,1194.03
4690,5742,DNSCHECK387,3/25/2024,3/2/2024,1746.62
4691,6469,DNSCHECK578,1/26/2024,12/30/2023,288.25
4692,6533,DNSCHECK511,10/27/2023,9/30/2023,932.33
4693,3884,DNSCHECK497,11/19/2023,10/29/2023,739.62
4694,8000,DNSCHECK599,10/26/2023,9/28/2023,1126.19
4695,2613,DNSCHECK606,11/17/2023,10/23/2023,233.78
4696,8139,DNSCHECK329,10/20/2023,9/24/2023,711.72
4697,3762,DNSCHECK704,11/4/2023,10/14/2023,1244.08
4698,5024,DNSCHECK502,11/12/2023,10/18/2023,624.75
4699,4155,DNSCHECK527,11/30/2023,11/2/2023,185.08
4700,9269,DNSCHECK391,2/6/2024,1/15/2024,1139.57
4701,1186,DNSCHECK347,1/20/2024,12/28/2023,451.08
4702,1645,DNSCHECK514,4/9/2024,3/15/2024,187.88
4703,9706,DNSCHECK680,11/24/2023,11/1/2023,538.98
4704,219,DNSCHECK745,11/1/2024,10/11/2024,1413.69
4705,9359,DNSCHECK470,5/23/2024,4/23/2024,924.32
4706,9502,DNSCHECK438,9/12/2023,8/19/2023,1121.68
4707,9404,DNSCHECK739,3/1/2024,2/4/2024,825.76
4708,5525,DNSCHECK420,12/15/2023,11/24/2023,287.52
4709,6411,DNSCHECK628,7/11/2023,6/13/2023,1214.7
4710,6113,DNSCHECK681,9/5/2023,8/10/2023,454.8
4711,7653,DNSCHECK338,8/9/2023,7/20/2023,409.02
4712,4473,DNSCHECK701,5/12/2023,4/16/2023,1202.54
4713,6058,DNSCHECK330,4/17/2024,3/18/2024,679.53
4714,4004,DNSCHECK700,8/27/2023,8/4/2023,1055.93
4715,2234,DNSCHECK784,9/9/2023,8/10/2023,1087.75
4716,8531,DNSCHECK346,7/11/2023,6/18/2023,1048.78
4717,2490,DNSCHECK546,6/30/2023,6/10/2023,770.87
4718,6283,DNSCHECK721,7/2/2023,6/12/2023,1441.15
4719,8680,DNSCHECK792,10/14/2023,9/21/2023,72.67
4720,4306,DNSCHECK565,8/10/2023,7/11/2023,1685.81
4721,964,DNSCHECK522,1/12/2024,12/17/2023,1072.95
4722,8207,DNSCHECK376,6/17/2023,5/20/2023,274.48
4723,1186,DNSCHECK438,9/29/2024,9/5/2024,837.54
4724,7290,DNSCHECK613,9/6/2024,8/9/2024,637.44
4725,2472,DNSCHECK652,7/22/2024,7/1/2024,898.73
4726,1854,DNSCHECK699,12/11/2023,11/15/2023,147.6
4727,6995,DNSCHECK366,3/11/2024,2/15/2024,452.09
4728,3513,DNSCHECK713,10/8/2023,9/12/2023,685.16
4729,9102,DNSCHECK599,6/15/2024,5/26/2024,746.02
4730,2192,DNSCHECK619,12/10/2024,11/20/2024,384.29
4731,3881,DNSCHECK546,12/3/2023,11/10/2023,31.61
4732,931,DNSCHECK496,11/6/2023,10/12/2023,313.91
4733,447,DNSCHECK311,11/12/2023,10/14/2023,445.96
4734,2167,DNSCHECK478,10/28/2023,10/2/2023,1298.92
4735,4265,DNSCHECK458,3/28/2024,3/8/2024,118.86
4736,7154,DNSCHECK636,11/23/2023,11/2/2023,243.31
4737,3232,DNSCHECK590,10/17/2023,9/18/2023,456.38
4738,7200,DNSCHECK345,10/15/2023,9/19/2023,581.05
4739,1312,DNSCHECK520,9/12/2023,8/13/2023,657.49
4740,6704,DNSCHECK732,12/13/2023,11/13/2023,173.93
4741,719,DNSCHECK500,2/7/2024,1/15/2024,553.69
4742,6046,DNSCHECK527,9/17/2023,8/18/2023,447.2
4743,905,DNSCHECK428,10/26/2023,9/26/2023,531.01
4744,7682,DNSCHECK436,12/28/2023,12/3/2023,622.47
4745,7280,DNSCHECK688,12/29/2023,12/7/2023,541.34
4746,1968,DNSCHECK402,1/17/2024,12/18/2023,515.76
4747,1601,DNSCHECK663,10/23/2023,9/26/2023,450.23
4748,8591,DNSCHECK696,11/22/2023,10/24/2023,463.83
4749,2366,DNSCHECK599,1/22/2024,12/30/2023,79.78
4750,5871,DNSCHECK736,1/5/2024,12/14/2023,418.74
4751,229,DNSCHECK382,1/12/2024,12/18/2023,259.03
4752,2778,DNSCHECK797,7/12/2024,6/13/2024,271.84
4753,8350,DNSCHECK417,4/18/2024,3/24/2024,685.66
4754,2229,DNSCHECK465,1/7/2024,12/10/2023,1081.17
4755,7506,DNSCHECK563,1/6/2024,12/17/2023,1309.2
4756,5366,DNSCHECK369,4/10/2024,3/11/2024,255.46
4757,2683,DNSCHECK420,10/6/2023,9/12/2023,143.73
4758,4195,DNSCHECK708,12/15/2023,11/21/2023,1667.16
4759,1508,DNSCHECK311,11/17/2023,10/21/2023,230.99
4760,2249,DNSCHECK497,10/18/2023,9/23/2023,1489.32
4761,106,DNSCHECK561,8/14/2023,7/19/2023,676.58
4762,5191,DNSCHECK368,11/28/2024,11/7/2024,569.46
4763,3762,DNSCHECK720,4/4/2024,3/6/2024,755.88
4764,7947,DNSCHECK662,12/30/2023,12/2/2023,33.31
4765,9178,DNSCHECK301,12/29/2023,12/9/2023,664.58
4766,9490,DNSCHECK390,1/2/2024,12/11/2023,1254.43
4767,5421,DNSCHECK689,10/24/2023,10/4/2023,152.98
4768,5611,DNSCHECK445,5/1/2023,4/10/2023,90.46
4769,5828,DNSCHECK311,9/5/2023,8/6/2023,1151.82
4770,1998,DNSCHECK421,7/10/2023,6/10/2023,375.48
4771,8233,DNSCHECK381,7/2/2023,6/5/2023,203.42
4772,4416,DNSCHECK616,6/14/2023,5/22/2023,793.89
4773,5978,DNSCHECK776,9/29/2023,9/7/2023,615.11
4774,104,DNSCHECK358,5/18/2024,4/18/2024,34.23
4775,5323,DNSCHECK403,5/23/2024,4/25/2024,848.44
4776,2261,DNSCHECK360,2/21/2024,1/23/2024,1255.74
4777,2751,DNSCHECK534,2/29/2024,1/31/2024,82.83
4778,6566,DNSCHECK604,9/15/2023,8/19/2023,505.27
4779,1085,DNSCHECK418,9/2/2023,8/8/2023,667.7
4780,1986,DNSCHECK333,11/18/2023,10/22/2023,743.37
4781,6809,DNSCHECK786,10/1/2023,9/4/2023,490.75
4782,41,DNSCHECK520,2/13/2024,1/18/2024,545.91
4783,520,DNSCHECK537,7/11/2024,6/13/2024,938.45
4784,5635,DNSCHECK315,2/12/2024,1/13/2024,679.82
4785,804,DNSCHECK544,10/27/2023,10/1/2023,683.05
4786,1643,DNSCHECK350,8/25/2023,8/1/2023,474.38
4787,2302,DNSCHECK469,6/15/2023,5/22/2023,1343.86
4788,9394,DNSCHECK762,10/3/2023,9/12/2023,1104.01
4789,6928,DNSCHECK580,1/10/2024,12/16/2023,1091.09
4790,3009,DNSCHECK727,11/15/2023,10/24/2023,1001.78
4791,2585,DNSCHECK506,8/7/2023,7/11/2023,579.42
4792,570,DNSCHECK750,1/5/2024,12/15/2023,912.16
4793,5887,DNSCHECK604,12/31/2023,12/4/2023,78.08
4794,403,DNSCHECK603,5/26/2024,5/3/2024,657.59
4795,2713,DNSCHECK717,12/11/2024,11/12/2024,28.66
4796,5574,DNSCHECK750,11/8/2023,10/14/2023,682.37
4797,7447,DNSCHECK575,1/29/2024,1/5/2024,490.69
4798,3336,DNSCHECK602,7/6/2024,6/16/2024,509.55
4799,1511,DNSCHECK561,4/25/2024,3/29/2024,696.42
4800,8423,DNSCHECK505,2/26/2024,2/6/2024,889.72
4801,8528,DNSCHECK387,11/19/2023,10/29/2023,631.79
4802,7442,DNSCHECK651,7/23/2023,6/23/2023,449.46
4803,1112,DNSCHECK710,10/15/2023,9/25/2023,1256.64
4804,7701,DNSCHECK614,12/30/2023,12/7/2023,344.13
4805,2192,DNSCHECK741,1/3/2024,12/10/2023,1215.72
4806,6566,DNSCHECK301,1/27/2024,12/28/2023,105.34
4807,2294,DNSCHECK366,4/8/2024,3/19/2024,360.38
4808,9646,DNSCHECK331,10/24/2023,10/1/2023,137.46
4809,7214,DNSCHECK313,7/9/2023,6/19/2023,431.58
4810,3752,DNSCHECK455,2/3/2024,1/10/2024,804.52
4811,3021,DNSCHECK764,7/8/2023,6/16/2023,381.65
4812,391,DNSCHECK627,8/28/2023,8/5/2023,574.42
4813,4967,DNSCHECK482,11/7/2023,10/16/2023,399.26
4814,8896,DNSCHECK342,9/14/2023,8/15/2023,460.68
4815,7974,DNSCHECK417,6/21/2024,5/23/2024,225.55
4816,162,DNSCHECK400,10/31/2023,10/2/2023,206.94
4817,9431,DNSCHECK694,6/28/2024,6/6/2024,294.48
4818,735,DNSCHECK539,3/21/2024,2/25/2024,273.24
4819,6241,DNSCHECK393,8/31/2023,8/9/2023,1173.03
4820,3911,DNSCHECK773,7/30/2023,7/2/2023,243.43
4821,5527,DNSCHECK629,10/6/2023,9/15/2023,719.23
4822,9567,DNSCHECK721,8/14/2023,7/16/2023,699.56
4823,9205,DNSCHECK518,8/19/2023,7/30/2023,159.46
4824,996,DNSCHECK315,10/12/2023,9/15/2023,32.35
4825,6085,DNSCHECK588,8/1/2023,7/12/2023,1078
4826,7790,DNSCHECK400,12/2/2023,11/7/2023,284.55
4827,1028,DNSCHECK647,10/23/2023,9/29/2023,1213.58
4828,9094,DNSCHECK798,2/14/2024,1/25/2024,118.45
4829,7039,DNSCHECK540,9/17/2023,8/26/2023,87.1
4830,6748,DNSCHECK564,10/11/2023,9/21/2023,179.82
4831,3587,DNSCHECK466,6/29/2023,6/8/2023,139.38
4832,2327,DNSCHECK495,2/2/2024,1/10/2024,875.73
4833,6312,DNSCHECK472,8/13/2023,7/16/2023,1184.81
4834,962,DNSCHECK606,12/29/2023,12/6/2023,397.56
4835,1196,DNSCHECK441,10/2/2023,9/10/2023,771.3
4836,7494,DNSCHECK457,8/23/2024,7/29/2024,715.45
4837,1214,DNSCHECK654,1/1/2024,12/11/2023,620.98
4838,225,DNSCHECK381,5/13/2024,4/20/2024,750.17
4839,7738,DNSCHECK317,8/8/2024,7/19/2024,116.47
4840,2685,DNSCHECK788,4/26/2024,3/27/2024,315.75
4841,421,DNSCHECK415,10/21/2023,9/22/2023,1042.72
4842,5191,DNSCHECK651,10/16/2023,9/22/2023,231.29
4843,2633,DNSCHECK491,10/19/2023,9/26/2023,594.44
4844,8065,DNSCHECK524,12/9/2023,11/19/2023,130.88
4845,8634,DNSCHECK759,9/25/2023,8/29/2023,406.75
4846,6381,DNSCHECK569,9/26/2023,9/5/2023,1075.54
4847,6254,DNSCHECK593,1/4/2024,12/5/2023,1261.23
4848,5988,DNSCHECK736,1/3/2024,12/13/2023,167.33
4849,8567,DNSCHECK782,8/31/2023,8/7/2023,550.22
4850,6316,DNSCHECK568,12/14/2023,11/19/2023,243.55
4851,3605,DNSCHECK726,9/7/2023,8/18/2023,514.51
4852,7012,DNSCHECK712,12/16/2023,11/25/2023,50.76
4853,6800,DNSCHECK575,10/9/2023,9/15/2023,853.92
4854,1922,DNSCHECK697,7/17/2023,6/23/2023,251.75
4855,8441,DNSCHECK753,12/31/2023,12/1/2023,1233.47
4856,4147,DNSCHECK461,10/1/2023,9/7/2023,828.11
4857,6475,DNSCHECK604,11/29/2023,10/30/2023,505.89
4858,5722,DNSCHECK670,1/27/2024,1/1/2024,1858.09
4859,1277,DNSCHECK691,6/16/2023,5/26/2023,1087.14
4860,7236,DNSCHECK306,9/22/2023,8/31/2023,170.71
4861,4544,DNSCHECK493,6/22/2023,5/23/2023,121.6
4862,7605,DNSCHECK695,9/24/2023,9/4/2023,1238.11
4863,4302,DNSCHECK436,6/18/2024,5/21/2024,53.9
4864,1267,DNSCHECK778,11/2/2023,10/3/2023,953.77
4865,933,DNSCHECK585,7/14/2023,6/22/2023,223.55
4866,4350,DNSCHECK677,1/5/2024,12/13/2023,1306
4867,9381,DNSCHECK510,8/29/2024,8/5/2024,1074.6
4868,1210,DNSCHECK651,11/18/2023,10/22/2023,807.33
4869,7230,DNSCHECK452,11/13/2023,10/20/2023,376.19
4870,7893,DNSCHECK764,2/16/2024,1/20/2024,779.46
4871,8014,DNSCHECK643,11/17/2023,10/22/2023,129.49
4872,669,DNSCHECK315,11/16/2023,10/19/2023,311
4873,8228,DNSCHECK789,12/18/2023,11/21/2023,331.1
4874,5538,DNSCHECK764,5/28/2024,5/5/2024,278.31
4875,8357,DNSCHECK441,3/28/2024,3/3/2024,326.8
4876,3978,DNSCHECK658,11/7/2023,10/12/2023,1264.34
4877,1882,DNSCHECK622,6/25/2024,6/5/2024,6.03
4878,1497,DNSCHECK382,7/25/2024,7/2/2024,1518.01
4879,2371,DNSCHECK628,7/2/2024,6/5/2024,627.97
4880,1869,DNSCHECK619,1/9/2024,12/17/2023,877.05
4881,2039,DNSCHECK793,1/9/2024,12/17/2023,581.7
4882,7946,DNSCHECK737,3/14/2024,2/22/2024,178.06
4883,1852,DNSCHECK634,9/22/2023,8/31/2023,774.45
4884,8511,DNSCHECK686,11/23/2023,10/26/2023,79.41
4885,3410,DNSCHECK519,9/22/2023,8/23/2023,619.53
4886,38,DNSCHECK776,1/8/2024,12/12/2023,1504.37
4887,6717,DNSCHECK603,1/2/2024,12/8/2023,150.34
4888,1686,DNSCHECK743,12/7/2023,11/15/2023,258.31
4889,2322,DNSCHECK358,1/5/2024,12/16/2023,426.32
4890,6728,DNSCHECK726,2/24/2024,1/30/2024,391.74
4891,393,DNSCHECK572,10/20/2023,9/24/2023,676.52
4892,7799,DNSCHECK650,8/30/2023,8/3/2023,488.05
4893,326,DNSCHECK467,10/14/2023,9/17/2023,1312.8
4894,5403,DNSCHECK708,11/12/2023,10/15/2023,229.11
4895,1669,DNSCHECK328,12/5/2023,11/13/2023,544.44
4896,7469,DNSCHECK453,12/8/2023,11/12/2023,455.35
4897,268,DNSCHECK645,1/22/2024,12/27/2023,501.58
4898,9365,DNSCHECK328,5/23/2023,5/3/2023,279.47
4899,4748,DNSCHECK555,12/26/2023,11/29/2023,226.14
4900,3358,DNSCHECK641,11/25/2023,10/31/2023,332.18
4901,2018,DNSCHECK714,2/10/2024,1/14/2024,525.09
4902,6663,DNSCHECK353,12/19/2023,11/27/2023,21.14
4903,1391,DNSCHECK394,6/14/2024,5/15/2024,286.09
4904,408,DNSCHECK318,5/24/2024,5/4/2024,1020.8
4905,3586,DNSCHECK414,10/7/2023,9/8/2023,1639.87
4906,2595,DNSCHECK435,10/7/2023,9/16/2023,317.83
4907,580,DNSCHECK512,10/10/2023,9/11/2023,530.19
4908,2501,DNSCHECK450,6/25/2024,6/1/2024,31.2
4909,6921,DNSCHECK751,2/11/2024,1/12/2024,1251.1
4910,6800,DNSCHECK520,10/17/2023,9/21/2023,190.05
4911,9613,DNSCHECK427,3/22/2024,2/25/2024,100.62
4912,4405,DNSCHECK638,11/24/2023,10/30/2023,475.13
4913,5544,DNSCHECK390,11/19/2023,10/28/2023,282.85
4914,2854,DNSCHECK448,12/31/2023,12/1/2023,653.44
4915,2444,DNSCHECK472,12/5/2023,11/11/2023,159.97
4916,9179,DNSCHECK735,2/8/2024,1/17/2024,961.56
4917,3769,DNSCHECK594,1/24/2024,12/30/2023,247.95
4918,5991,DNSCHECK438,3/10/2024,2/17/2024,461.65
4919,8424,DNSCHECK753,11/28/2023,11/1/2023,447.81
4920,7234,DNSCHECK705,9/10/2023,8/16/2023,31.43
4921,8061,DNSCHECK337,1/26/2024,12/28/2023,1601.38
4922,7927,DNSCHECK541,3/2/2024,2/8/2024,1585.98
4923,6132,DNSCHECK457,10/29/2023,10/7/2023,1397.09
4924,4803,DNSCHECK728,9/26/2023,9/1/2023,981.76
4925,2308,DNSCHECK646,1/8/2024,12/16/2023,269.08
4926,5664,DNSCHECK432,1/10/2024,12/17/2023,929.96
4927,2082,DNSCHECK420,4/21/2024,3/22/2024,463.28
